customer_id,total_revenue,total_orders,total_items,avg_line_revenue,avg_unit_price,unique_products,unique_countries,customer_tenure_days,recency_days,avg_revenue_per_order,active_days,avg_days_between_orders,revenue_per_day,orders_per_day,recency_ratio,items_per_order,future_orders,future_clv
12395,988.14,5,614,19.37529411764706,4.772745098039215,36,1,149,22,197.628,5,37.25,6.631812080536912,0.03355704697986577,0.1476510067114094,122.8,4,1119.06
12397,1214.81,1,704,17.35442857142857,3.5355714285714286,70,1,0,45,1214.81,1,0.0,1214.81,1.0,45.0,704.0,1,1195.09
12399,1108.65,4,1178,18.790677966101697,2.1145762711864404,47,1,142,29,277.1625,4,47.333333333333336,7.807394366197184,0.028169014084507043,0.20422535211267606,294.5,0,0.0
12405,1710.39,1,857,31.67388888888889,3.5442592592592597,54,1,0,58,1710.39,1,0.0,1710.39,1.0,58.0,857.0,0,0.0
12406,1621.25,1,793,33.08673469387755,3.043673469387755,48,1,0,93,1621.25,1,0.0,1621.25,1.0,93.0,793.0,1,1794.05
12407,1407.3600000000001,4,1237,21.990000000000002,3.0053125,50,1,130,44,351.84000000000003,4,43.333333333333336,10.825846153846156,0.03076923076923077,0.3384615384615385,309.25,1,300.76
12408,2134.0499999999997,4,1044,26.024999999999995,3.0765853658536586,67,1,161,8,533.5124999999999,4,53.666666666666664,13.254968944099376,0.024844720496894408,0.049689440993788817,261.0,1,754.5
12409,6207.08,1,3142,96.985625,3.71109375,64,1,0,92,6207.08,1,0.0,6207.08,1.0,92.0,3142.0,2,4865.59
12412,890.74,2,599,19.794222222222224,2.512,34,1,31,47,445.37,2,31.0,28.733548387096775,0.06451612903225806,1.5161290322580645,299.5,1,336.14
12413,84.65,1,25,21.1625,4.8075,4,1,0,146,84.65,1,0.0,84.65,1.0,146.0,25.0,1,194.20000000000002
12414,408.65000000000003,2,155,37.150000000000006,9.8,10,1,10,127,204.32500000000002,2,10.0,40.865,0.2,12.7,77.5,0,0.0
12415,64245.14,11,43287,159.81378109452737,3.063358208955224,289,1,152,9,5840.467272727273,10,15.2,422.6653947368421,0.07236842105263158,0.05921052631578947,3935.181818181818,6,22826.649999999998
12417,1791.74,4,935,17.56607843137255,4.613823529411765,95,2,118,16,447.935,4,39.333333333333336,15.184237288135593,0.03389830508474576,0.13559322033898305,233.75,2,832.58
12418,668.58,1,407,19.664117647058823,3.5644117647058824,34,1,0,22,668.58,1,0.0,668.58,1.0,22.0,407.0,0,0.0
12421,471.11,2,303,18.8444,4.3736,19,1,58,24,235.555,2,58.0,8.122586206896552,0.034482758620689655,0.41379310344827586,151.5,1,178.48
12422,565.0600000000001,2,257,21.733076923076926,3.4826923076923078,26,2,72,5,282.53000000000003,2,72.0,7.848055555555557,0.027777777777777776,0.06944444444444445,128.5,0,0.0
12423,1220.43,5,754,15.84974025974026,3.3051948051948052,64,1,162,10,244.086,5,40.5,7.533518518518519,0.030864197530864196,0.06172839506172839,150.8,0,0.0
12424,1760.96,2,740,58.69866666666667,2.780666666666667,30,1,0,72,880.48,1,0.0,1760.96,2.0,72.0,370.0,0,0.0
12426,582.73,1,258,19.424333333333333,3.9363333333333332,30,1,0,104,582.73,1,0.0,582.73,1.0,104.0,258.0,0,0.0
12428,2578.9,5,1259,30.34,4.6887058823529415,78,1,143,30,515.78,5,35.75,18.034265734265734,0.03496503496503497,0.2097902097902098,251.8,1,408.34000000000003
12429,1563.38,2,591,31.2676,4.199000000000001,49,2,55,82,781.69,2,55.0,28.425090909090912,0.03636363636363636,1.490909090909091,295.5,1,905.52
12431,2663.29,6,1249,28.33287234042553,3.5718085106382977,68,1,92,29,443.88166666666666,6,18.4,28.948804347826087,0.06521739130434782,0.31521739130434784,208.16666666666666,4,1612.88
12432,4016.66,3,1427,52.85078947368421,13.785657894736843,75,1,1,80,1338.8866666666665,3,0.5,4016.66,3.0,80.0,475.6666666666667,2,1042.66
12433,2608.11,1,1849,32.19888888888889,2.64679012345679,81,1,0,1,2608.11,1,0.0,2608.11,1.0,1.0,1849.0,2,4341.95
12434,286.25,1,77,17.890625,5.35625,16,1,0,170,286.25,1,0.0,286.25,1.0,170.0,77.0,1,519.89
12435,3978.9900000000002,1,879,209.4205263157895,6.4321052631578945,19,1,0,177,3978.9900000000002,1,0.0,3978.9900000000002,1.0,177.0,879.0,1,3850.9
12436,509.01,1,211,31.813125,5.2675,16,1,0,9,509.01,1,0.0,509.01,1.0,9.0,211.0,0,0.0
12437,1828.45,7,1094,28.56953125,4.415625,47,1,169,8,261.20714285714286,7,28.166666666666668,10.819230769230769,0.04142011834319527,0.047337278106508875,156.28571428571428,7,2140.0
12438,890.0699999999999,1,586,18.16469387755102,3.4414285714285713,49,1,0,50,890.0699999999999,1,0.0,890.0699999999999,1.0,50.0,586.0,1,2016.78
12444,2627.27,2,650,25.021619047619048,6.062857142857143,96,1,49,31,1313.635,2,49.0,53.61775510204082,0.04081632653061224,0.6326530612244898,325.0,3,2378.19
12447,476.49,1,190,18.326538461538462,3.5742307692307693,26,1,0,153,476.49,1,0.0,476.49,1.0,153.0,190.0,0,0.0
12449,2724.58,3,1029,20.640757575757576,3.7923484848484845,84,1,95,1,908.1933333333333,3,47.5,28.67978947368421,0.031578947368421054,0.010526315789473684,343.0,1,1342.71
12450,197.88,2,128,24.735,1.6175,7,1,17,66,98.94,2,17.0,11.64,0.11764705882352941,3.8823529411764706,64.0,0,0.0
12451,2388.31,1,1771,25.40755319148936,2.1427659574468083,94,1,0,128,2388.31,1,0.0,2388.31,1.0,128.0,1771.0,3,3727.7
12453,707.09,1,473,16.443953488372095,2.393255813953488,43,1,0,44,707.09,1,0.0,707.09,1.0,44.0,473.0,0,0.0
12455,477.46000000000004,3,243,16.464137931034482,4.601379310344828,26,1,61,37,159.15333333333334,3,30.5,7.827213114754099,0.04918032786885246,0.6065573770491803,81.0,1,290.5
12456,2265.4,2,1073,26.34186046511628,3.8198837209302323,77,1,123,41,1132.7,2,123.0,18.41788617886179,0.016260162601626018,0.3333333333333333,536.5,1,915.64
12457,1067.25,3,397,42.69,7.199199999999999,23,1,5,143,355.75,3,2.5,213.45,0.6,28.6,132.33333333333334,4,1295.98
12461,826.88,2,287,23.62514285714286,4.258857142857143,35,1,60,4,413.44,2,60.0,13.781333333333333,0.03333333333333333,0.06666666666666667,143.5,0,0.0
12463,985.79,3,577,16.16049180327869,2.9331147540983604,51,1,66,85,328.59666666666664,3,33.0,14.93621212121212,0.045454545454545456,1.2878787878787878,192.33333333333334,1,358.99
12464,416.7,4,45,34.725,11.616666666666667,6,1,94,16,104.175,4,31.333333333333332,4.432978723404255,0.0425531914893617,0.1702127659574468,11.25,2,431.5
12465,440.94,1,294,16.959230769230768,2.858461538461538,26,1,0,79,440.94,1,0.0,440.94,1.0,79.0,294.0,1,301.25
12468,508.95000000000005,1,239,19.575000000000003,3.444230769230769,26,1,0,97,508.95000000000005,1,0.0,508.95000000000005,1.0,97.0,239.0,0,0.0
12471,5152.889999999999,12,2325,34.352599999999995,3.196266666666667,76,1,159,17,429.40749999999997,12,14.454545454545455,32.40811320754717,0.07547169811320754,0.1069182389937107,193.75,11,8707.65
12472,2470.94,3,1631,18.036058394160584,2.4713868613138685,112,1,128,48,823.6466666666666,3,64.0,19.30421875,0.0234375,0.375,543.6666666666666,2,1644.51
12473,1175.75,2,853,18.37109375,2.6946875,60,1,77,24,587.875,2,77.0,15.269480519480519,0.025974025974025976,0.3116883116883117,426.5,3,2752.2999999999997
12474,3474.68,9,2385,17.460703517587937,2.6303517587939695,134,1,167,8,386.0755555555555,9,20.875,20.80646706586826,0.05389221556886228,0.04790419161676647,265.0,5,2962.0299999999997
12476,2469.44,3,952,28.714418604651165,4.591511627906977,76,1,93,51,823.1466666666666,3,46.5,26.553118279569894,0.03225806451612903,0.5483870967741935,317.3333333333333,5,3624.75
12477,6478.08,2,1879,44.06857142857143,4.239455782312925,129,1,138,10,3239.04,2,138.0,46.942608695652176,0.014492753623188406,0.07246376811594203,939.5,3,4385.71
12480,1328.7,2,729,18.454166666666666,3.4894444444444446,66,1,124,53,664.35,2,124.0,10.71532258064516,0.016129032258064516,0.4274193548387097,364.5,1,1136.6799999999998
12481,2690.83,5,1619,24.462090909090907,3.080181818181818,85,1,76,89,538.1659999999999,5,19.0,35.40565789473684,0.06578947368421052,1.1710526315789473,323.8,2,1494.56
12483,1076.5,5,499,26.9125,5.01575,30,1,127,8,215.3,5,31.75,8.476377952755906,0.03937007874015748,0.06299212598425197,99.8,2,860.9200000000001
12484,2519.98,3,1227,13.846043956043957,3.0164835164835164,159,1,75,10,839.9933333333333,3,37.5,33.59973333333333,0.04,0.13333333333333333,409.0,2,868.6700000000001
12490,2688.37,5,1462,22.035819672131147,2.695901639344262,81,1,121,3,537.674,5,30.25,22.21793388429752,0.04132231404958678,0.024793388429752067,292.4,4,1865.3400000000001
12492,126.39000000000001,1,69,14.043333333333335,4.2155555555555555,9,1,0,15,126.39000000000001,1,0.0,126.39000000000001,1.0,15.0,69.0,1,136.82
12493,433.74,2,207,19.715454545454545,4.309090909090909,20,1,31,75,216.87,2,31.0,13.991612903225807,0.06451612903225806,2.4193548387096775,103.5,0,0.0
12494,556.3100000000001,2,236,17.945483870967745,4.029032258064516,29,1,34,71,278.15500000000003,2,34.0,16.362058823529413,0.058823529411764705,2.088235294117647,118.0,2,377.24
12500,805.08,3,531,47.35764705882353,5.523529411764706,15,1,160,16,268.36,3,80.0,5.031750000000001,0.01875,0.1,177.0,5,2483.98
12502,3106.62,4,649,26.781206896551723,6.719310344827587,85,1,172,5,776.655,4,57.333333333333336,18.06174418604651,0.023255813953488372,0.029069767441860465,162.25,0,0.0
12506,73.5,1,23,3.1956521739130435,3.1956521739130435,23,1,0,142,73.5,1,0.0,73.5,1.0,142.0,23.0,0,0.0
12507,858.65,2,675,107.33125,6.20625,8,1,21,44,429.325,2,21.0,40.88809523809524,0.09523809523809523,2.0952380952380953,337.5,0,0.0
12510,301.52,1,59,75.38,11.2725,4,1,0,52,301.52,1,0.0,301.52,1.0,52.0,59.0,0,0.0
12513,612.29,1,462,17.494,2.180571428571428,35,1,0,22,612.29,1,0.0,612.29,1.0,22.0,462.0,0,0.0
12514,1017.68,1,440,19.954509803921567,3.296862745098039,51,1,0,177,1017.68,1,0.0,1017.68,1.0,177.0,440.0,0,0.0
12516,583.2,1,345,44.861538461538466,2.8623076923076924,13,1,0,90,583.2,1,0.0,583.2,1.0,90.0,345.0,1,728.86
12517,1521.45,2,834,8.359615384615385,2.254945054945055,173,1,63,36,760.725,2,63.0,24.150000000000002,0.031746031746031744,0.5714285714285714,417.0,3,960.15
12518,324.83,1,187,18.04611111111111,2.842777777777778,18,1,0,20,324.83,1,0.0,324.83,1.0,20.0,187.0,3,1392.92
12520,1058.43,3,481,17.351311475409837,3.6999999999999997,53,1,117,52,352.81,3,58.5,9.046410256410256,0.02564102564102564,0.4444444444444444,160.33333333333334,1,588.41
12521,599.68,1,309,15.781052631578946,2.995789473684211,38,1,0,52,599.68,1,0.0,599.68,1.0,52.0,309.0,0,0.0
12523,771.4,5,439,16.070833333333333,4.151041666666667,39,1,160,17,154.28,5,40.0,4.82125,0.03125,0.10625,87.8,4,772.02
12524,1784.31,3,1284,27.450923076923075,2.5952307692307692,61,1,60,72,594.77,3,30.0,29.7385,0.05,1.2,428.0,2,1363.24
12526,520.3,1,318,17.941379310344825,2.5786206896551724,29,1,0,4,520.3,1,0.0,520.3,1.0,4.0,318.0,1,519.28
12528,515.71,2,145,24.55761904761905,6.279999999999999,20,1,35,24,257.855,2,35.0,14.73457142857143,0.05714285714285714,0.6857142857142857,72.5,2,646.11
12530,834.25,2,505,25.28030303030303,3.3439393939393938,29,1,110,33,417.125,2,110.0,7.584090909090909,0.01818181818181818,0.3,252.5,1,440.63
12534,1089.18,1,651,17.28857142857143,3.035396825396825,63,1,0,40,1089.18,1,0.0,1089.18,1.0,40.0,651.0,0,0.0
12535,716.35,2,219,21.069117647058825,4.451470588235294,28,1,94,1,358.175,2,94.0,7.620744680851064,0.02127659574468085,0.010638297872340425,109.5,0,0.0
12539,1085.99,1,335,24.68159090909091,4.454318181818182,44,1,0,172,1085.99,1,0.0,1085.99,1.0,172.0,335.0,1,1050.66
12540,6929.69,8,3465,26.85926356589147,3.8881395348837207,186,1,167,2,866.21125,8,23.857142857142858,41.4951497005988,0.04790419161676647,0.011976047904191617,433.125,6,4153.38
12541,223.74,1,131,20.34,4.112727272727273,11,1,0,83,223.74,1,0.0,223.74,1.0,83.0,131.0,1,445.03999999999996
12545,628.15,1,346,18.474999999999998,3.389705882352941,34,1,0,169,628.15,1,0.0,628.15,1.0,169.0,346.0,1,372.24
12547,48.4,1,25,24.2,14.425,2,1,0,107,48.4,1,0.0,48.4,1.0,107.0,25.0,0,0.0
12548,95.19999999999999,1,49,19.04,6.720000000000001,5,1,0,76,95.19999999999999,1,0.0,95.19999999999999,1.0,76.0,49.0,0,0.0
12553,1395.73,4,765,17.446625,3.384875,56,1,149,20,348.9325,4,49.666666666666664,9.367315436241611,0.026845637583892617,0.1342281879194631,191.25,3,1272.69
12556,308.75,1,163,4.75,2.742153846153846,60,1,0,61,308.75,1,0.0,308.75,1.0,61.0,163.0,1,290.81
12557,4963.84,2,2056,248.192,1.886,15,1,97,68,2481.92,2,97.0,51.173608247422685,0.020618556701030927,0.7010309278350515,1028.0,1,2990.0
12560,1436.31,2,820,18.653376623376623,2.6803896103896103,77,1,30,22,718.155,2,30.0,47.876999999999995,0.06666666666666667,0.7333333333333333,410.0,1,697.7
12562,1605.23,3,776,20.579871794871796,2.8885897435897436,53,1,71,36,535.0766666666667,3,35.5,22.60887323943662,0.04225352112676056,0.5070422535211268,258.6666666666667,4,2176.51
12564,456.9,1,133,21.757142857142856,5.576190476190476,21,1,0,171,456.9,1,0.0,456.9,1.0,171.0,133.0,0,0.0
12567,4670.87,6,2138,21.328173515981735,3.4400456621004567,164,1,105,6,778.4783333333334,6,21.0,44.48447619047619,0.05714285714285714,0.05714285714285714,356.3333333333333,1,1551.3
12569,2167.68,15,857,23.56173913043478,5.067717391304348,48,1,160,2,144.512,15,11.428571428571429,13.547999999999998,0.09375,0.0125,57.13333333333333,17,1957.01
12571,248.35,1,197,17.739285714285714,1.5071428571428573,14,1,0,31,248.35,1,0.0,248.35,1.0,31.0,197.0,1,271.26
12573,160.54000000000002,1,84,5.733571428571429,2.0964285714285715,26,1,0,137,160.54000000000002,1,0.0,160.54000000000002,1.0,137.0,84.0,0,0.0
12576,669.6999999999999,3,466,15.57441860465116,3.088139534883721,38,1,122,5,223.23333333333332,3,61.0,5.489344262295082,0.02459016393442623,0.040983606557377046,155.33333333333334,1,379.28
12580,415.7,1,238,17.320833333333333,2.6075,24,1,0,156,415.7,1,0.0,415.7,1.0,156.0,238.0,0,0.0
12582,306.2,1,159,30.619999999999997,6.063000000000001,10,1,0,148,306.2,1,0.0,306.2,1.0,148.0,159.0,0,0.0
12583,1611.78,5,1744,22.70112676056338,2.7787323943661972,55,1,94,16,322.356,5,23.5,17.14659574468085,0.05319148936170213,0.1702127659574468,348.8,6,3049.17
12584,318.96000000000004,3,54,19.935000000000002,8.720625,14,1,58,37,106.32000000000001,3,29.0,5.499310344827586,0.05172413793103448,0.6379310344827587,18.0,5,1555.56
12585,777.25,1,407,35.32954545454545,5.346818181818182,22,1,0,144,777.25,1,0.0,777.25,1.0,144.0,407.0,0,0.0
12589,131.5,1,83,13.15,5.139,10,1,0,54,131.5,1,0.0,131.5,1.0,54.0,83.0,1,515.1800000000001
12590,9864.26,2,4283,145.06264705882353,10.54735294117647,68,1,0,121,4932.13,2,0.0,9864.26,2.0,121.0,2141.5,0,0.0
12592,437.6,2,290,24.311111111111114,3.311111111111111,11,1,121,2,218.8,2,121.0,3.6165289256198347,0.01652892561983471,0.01652892561983471,145.0,0,0.0
12593,418.09999999999997,3,206,19.909523809523808,2.6523809523809527,14,1,110,18,139.36666666666665,3,55.0,3.800909090909091,0.02727272727272727,0.16363636363636364,68.66666666666667,0,0.0
12594,1932.9,6,1184,28.425,2.7366176470588237,43,1,135,31,322.15000000000003,6,27.0,14.317777777777778,0.044444444444444446,0.22962962962962963,197.33333333333334,2,808.32
12596,269.95,1,156,17.996666666666666,4.225333333333333,15,1,0,152,269.95,1,0.0,269.95,1.0,152.0,156.0,1,348.32
12597,1428.81,2,675,18.318076923076923,4.7052564102564105,72,1,85,93,714.405,2,85.0,16.809529411764704,0.023529411764705882,1.0941176470588236,337.5,2,2382.41
12598,863.52,3,655,23.338378378378376,2.474864864864865,29,1,59,71,287.84,3,29.5,14.63593220338983,0.05084745762711865,1.2033898305084745,218.33333333333334,4,1438.7
12599,544.58,4,462,18.778620689655174,3.4782758620689656,16,1,81,36,136.145,4,27.0,6.72320987654321,0.04938271604938271,0.4444444444444444,115.5,1,175.54000000000002
12600,1233.8200000000002,5,365,36.28882352941177,5.323235294117647,22,1,151,22,246.76400000000004,5,37.75,8.170993377483445,0.033112582781456956,0.1456953642384106,73.0,2,662.48
12601,319.7,3,107,24.592307692307692,9.561538461538463,10,1,63,99,106.56666666666666,3,31.5,5.074603174603174,0.047619047619047616,1.5714285714285714,35.666666666666664,0,0.0
12604,178.5,1,137,17.85,3.3299999999999996,10,1,0,171,178.5,1,0.0,178.5,1.0,171.0,137.0,1,75.68
12609,512.8,1,295,18.99259259259259,3.672962962962963,27,1,0,96,512.8,1,0.0,512.8,1.0,96.0,295.0,1,326.12
12610,1256.25,2,625,17.447916666666668,5.092777777777778,68,1,19,16,628.125,2,19.0,66.11842105263158,0.10526315789473684,0.8421052631578947,312.5,3,843.29
12613,1462.52,4,759,19.763783783783783,2.874864864864865,65,1,64,107,365.63,4,21.333333333333332,22.851875,0.0625,1.671875,189.75,1,1881.8600000000001
12615,634.74,1,413,20.475483870967743,2.7145161290322584,31,1,0,78,634.74,1,0.0,634.74,1.0,78.0,413.0,3,1656.45
12616,457.7,1,186,21.795238095238094,3.669047619047619,21,1,0,5,457.7,1,0.0,457.7,1.0,5.0,186.0,0,0.0
12619,2087.46,5,1756,53.52461538461539,13.29974358974359,28,1,137,26,417.492,5,34.25,15.236934306569344,0.0364963503649635,0.1897810218978102,351.2,4,1553.78
12620,561.66,1,434,17.02,2.326969696969697,33,1,0,114,561.66,1,0.0,561.66,1.0,114.0,434.0,2,777.75
12621,7276.15,11,3952,27.771564885496183,2.772862595419847,176,1,159,10,661.4681818181817,11,15.9,45.76194968553459,0.06918238993710692,0.06289308176100629,359.27272727272725,5,3494.63
12622,180.1,1,69,16.37272727272727,5.739090909090909,11,1,0,142,180.1,1,0.0,180.1,1.0,142.0,69.0,0,0.0
12624,641.13,2,355,16.87184210526316,3.8721052631578945,36,1,71,16,320.565,2,71.0,9.03,0.028169014084507043,0.22535211267605634,177.5,0,0.0
12625,967.2,1,703,29.309090909090912,1.6475757575757575,33,1,0,121,967.2,1,0.0,967.2,1.0,121.0,703.0,0,0.0
12626,3499.9,4,1877,23.808843537414965,2.5614285714285714,130,1,49,22,874.975,4,16.333333333333332,71.4265306122449,0.08163265306122448,0.4489795918367347,469.25,3,1846.48
12627,2727.83,5,1575,19.346312056737588,2.935035460992908,112,1,44,6,545.566,5,11.0,61.99613636363636,0.11363636363636363,0.13636363636363635,315.0,2,1750.7
12633,935.9300000000001,2,479,17.998653846153847,3.5694230769230773,45,1,66,39,467.96500000000003,2,66.0,14.180757575757577,0.030303030303030304,0.5909090909090909,239.5,1,215.23000000000002
12635,683.64,1,399,17.091,2.278,40,1,0,64,683.64,1,0.0,683.64,1.0,64.0,399.0,1,1005.54
12637,4142.22,6,2134,17.331464435146444,2.6066945606694563,131,1,171,1,690.37,6,34.2,24.223508771929826,0.03508771929824561,0.005847953216374269,355.6666666666667,1,344.0
12639,486.1,1,201,22.095454545454547,4.918181818181818,22,1,0,148,486.1,1,0.0,486.1,1.0,148.0,201.0,0,0.0
12641,185.9,1,72,18.59,6.964999999999999,10,1,0,25,185.9,1,0.0,185.9,1.0,25.0,72.0,0,0.0
12642,366.45,1,277,15.268749999999999,2.55375,24,1,0,17,366.45,1,0.0,366.45,1.0,17.0,277.0,2,646.81
12643,2473.44,5,1230,112.42909090909092,4.775454545454545,10,1,92,38,494.688,5,23.0,26.885217391304348,0.05434782608695652,0.41304347826086957,246.0,0,0.0
12644,477.91,1,325,15.416451612903227,2.8045161290322578,31,1,0,39,477.91,1,0.0,477.91,1.0,39.0,325.0,0,0.0
12645,941.5600000000001,2,590,21.89674418604651,2.485581395348837,40,1,110,19,470.78000000000003,2,110.0,8.559636363636365,0.01818181818181818,0.17272727272727273,295.0,1,464.32
12647,1693.11,5,711,36.80673913043478,4.422173913043479,36,1,140,36,338.62199999999996,5,35.0,12.093642857142857,0.03571428571428571,0.2571428571428571,142.2,3,836.11
12648,318.05,1,160,15.145238095238096,3.1723809523809527,21,1,0,64,318.05,1,0.0,318.05,1.0,64.0,160.0,0,0.0
12649,623.51,3,586,20.113225806451613,2.6970967741935485,28,1,105,17,207.83666666666667,3,52.5,5.938190476190476,0.02857142857142857,0.1619047619047619,195.33333333333334,0,0.0
12653,1430.75,1,633,52.99074074074074,2.392962962962963,27,1,0,58,1430.75,1,0.0,1430.75,1.0,58.0,633.0,0,0.0
12654,171.15,2,74,15.55909090909091,4.1000000000000005,11,1,0,107,85.575,2,0.0,171.15,2.0,107.0,37.0,2,264.23
12656,2820.67,3,1280,40.87927536231884,4.602608695652174,51,1,117,26,940.2233333333334,3,58.5,24.108290598290598,0.02564102564102564,0.2222222222222222,426.6666666666667,2,1230.5
12662,1754.0800000000002,4,890,16.866153846153846,3.114903846153846,73,1,131,17,438.52000000000004,4,43.666666666666664,13.389923664122138,0.030534351145038167,0.1297709923664122,222.5,3,971.1700000000001
12664,1295.9,2,341,99.6846153846154,8.457692307692307,9,1,88,53,647.95,2,88.0,14.726136363636364,0.022727272727272728,0.6022727272727273,170.5,6,2924.4
12668,1444.8,1,522,29.485714285714284,3.5951020408163266,49,1,0,169,1444.8,1,0.0,1444.8,1.0,169.0,522.0,1,882.6800000000001
12669,2744.0299999999997,3,1115,27.168613861386135,13.741386138613862,98,1,105,60,914.6766666666666,3,52.5,26.133619047619046,0.02857142857142857,0.5714285714285714,371.6666666666667,0,0.0
12670,1634.47,3,761,28.18051724137931,3.218793103448276,40,1,133,8,544.8233333333334,3,66.5,12.289248120300751,0.022556390977443608,0.06015037593984962,253.66666666666666,2,1361.58
12674,1402.0,3,787,23.76271186440678,3.3396610169491523,42,1,116,1,467.3333333333333,3,58.0,12.086206896551724,0.02586206896551724,0.008620689655172414,262.3333333333333,1,568.6
12676,488.55,3,244,27.141666666666666,8.358333333333333,13,1,136,33,162.85,3,68.0,3.592279411764706,0.022058823529411766,0.2426470588235294,81.33333333333333,2,333.34000000000003
12678,7707.55,6,4955,102.76733333333334,7.879866666666667,63,1,152,10,1284.5916666666667,6,30.4,50.70756578947368,0.039473684210526314,0.06578947368421052,825.8333333333334,3,9346.2
12679,112.32000000000001,1,74,56.160000000000004,9.53,2,1,0,115,112.32000000000001,1,0.0,112.32000000000001,1.0,115.0,74.0,2,206.64000000000001
12680,311.78,1,230,15.588999999999999,2.6665,20,1,0,23,311.78,1,0.0,311.78,1.0,23.0,230.0,2,301.58
12681,4440.76,8,2457,18.89685106382979,3.323531914893617,143,1,117,61,555.095,8,16.714285714285715,37.95521367521368,0.06837606837606838,0.5213675213675214,307.125,7,3920.96
12682,4828.38,14,2134,23.325507246376812,3.8478743961352655,112,1,149,10,344.88428571428574,14,11.461538461538462,32.40523489932886,0.09395973154362416,0.06711409395973154,152.42857142857142,11,4059.9
12683,4474.7699999999995,8,2801,25.139157303370784,2.478876404494382,131,1,168,2,559.3462499999999,8,24.0,26.635535714285712,0.047619047619047616,0.011904761904761904,350.125,3,1854.3799999999999
12684,1379.48,4,1274,23.784137931034483,2.481379310344827,37,1,42,80,344.87,4,14.0,32.8447619047619,0.09523809523809523,1.9047619047619047,318.5,3,904.15
